datetime_utc,bz_gsm_nt,flow_speed_kms,sym_h_nt
2001-04-11 19:10:00,7.50,654.4,-106
2001-04-11 19:15:00,-8.43,687.2,-106
2001-04-11 19:20:00,-23.90,745.2,-89
2001-04-11 19:25:00,-23.81,750.4,-74
2001-04-11 19:30:00,-14.45,729.9,-76
2001-04-11 19:35:00,-12.20,753.4,-87
2001-04-11 19:40:00,-12.04,753.4,-101
2001-04-11 19:45:00,-21.03,751.1,-112
2001-04-11 19:50:00,-9.85,732.1,-127
2001-04-11 19:55:00,3.15,727.7,-135
2001-04-11 20:00:00,23.11,725.7,-132
2001-04-11 20:05:00,17.79,741.4,-142
2001-04-11 20:10:00,15.86,739.1,-154
2001-04-11 20:15:00,-1.46,752.3,-152
2001-04-11 20:20:00,-6.53,737.0,-147
2001-04-11 20:25:00,-11.73,735.8,-139
2001-04-11 20:30:00,-14.35,734.7,-138
2001-04-11 20:35:00,-20.83,739.2,-135
2001-04-11 20:40:00,-22.33,737.2,-136
2001-04-11 20:45:00,-23.75,728.3,-137
2001-04-11 20:50:00,-24.91,708.0,-147
2001-04-11 20:55:00,-27.57,706.6,-159
2001-04-11 21:00:00,-27.86,719.8,-160
2001-04-11 21:05:00,-28.88,718.2,-172
2001-04-11 21:10:00,-26.06,713.6,-181
2001-04-11 21:15:00,-27.10,703.0,-196
2001-04-11 21:20:00,-13.74,699.8,-206
2001-04-11 21:25:00,-17.87,712.5,-200
2001-04-11 21:30:00,-17.51,707.5,-194
2001-04-11 21:35:00,-10.05,705.2,-180
2001-04-11 21:40:00,-12.00,717.4,-159
2001-04-11 21:45:00,-14.31,718.3,-157
2001-04-11 21:50:00,-17.31,712.1,-169
2001-04-11 21:55:00,-18.08,718.9,-169
2001-04-11 22:00:00,-21.56,724.3,-168
2001-04-11 22:05:00,-22.95,731.3,-157
2001-04-11 22:10:00,-21.27,733.3,-163
2001-04-11 22:15:00,-18.37,727.4,-158
2001-04-11 22:20:00,-12.95,732.7,-163
2001-04-11 22:25:00,-0.82,711.2,-165
2001-04-11 22:30:00,19.17,716.1,-174
2001-04-11 22:35:00,20.86,710.7,-195
2001-04-11 22:40:00,11.03,712.1,-208
2001-04-11 22:45:00,-22.13,714.3,-199
